Symbol,Company Name,Exchange,Country
NVR.TO,Nevada Iron Ltd.,TOR,Canada
NRN.F,XCEL ENERGY ,FRA,Germany
BOS.TO,Airboss of America Corp.,TOR,Canada
OSEC.L,Octopus AIM VCT 2,LSE,UK
DRYS,"DryShips, Inc.",NCM,Australia
DWNDF,"Dalian Wanda Commercial Properties Co., Ltd.",PNK,USA
XRG.F,XIAMEN INT PRT -H-,FRA,Germany
TRCMY,TRANSCOM WW ADS,PNK,USA
PERI.TA,Perion Network Ltd.,TLV,Israel
3833-OL.HK,XINXIN MINING,HKG,Hong Kong
RBWNY,Royal Boskalis Westminster NV,PNK,USA
1533-OL.HK,ZHUANGYUAN PA,HKG,Hong Kong
HN3P.BE,WESTSTAR RESOURCES,BER,Germany
DPLO,"Diplomat Pharmacy, Inc.",NYQ,USA
RVVY,River Valley Community Bank,PNK,USA
TUP.AX,TTG Fintech Limited,ASX,Australia
EGRX,Eagle Pharmaceuticals Inc.,NGM,Sweden
OHAI,OHA Investment Corporation,NMS,USA
MZB.MI,Massimo Zanetti Beverage Group S.p.A.,MIL,Italy
VDTH,Videocon d2h Limited,NMS,USA
VVDB,Viavid Broadcasting Inc.,PNK,USA
XOMA,XOMA Corporation,NGM,Sweden
NMG.L,Noricum Gold Limited,LSE,UK
H4M.F,HITACHI ZOSEN FUKUI,FRA,Germany
502031.SS,ZHONGHAI FUND MANA,SHH,Australia
8225-OL.HK,C HEALTH GP,HKG,Hong Kong
BAC.MX,Bank of America Corporation,MEX,Mexico
SSET,"Starstream Entertainment, Inc.",PNK,USA
BET.L,Betfair Group PLC,LSE,UK
XS4.F,ON SEMICONDUCTOR ,FRA,Germany
AIXG,Aixtron SE,NMS,USA
TTYP,Trinity Petroleum Trust,PNK,USA
NDM.TO,Northern Dynasty Minerals Ltd.,TOR,Canada
QOP-P.V,QUINSAM OPPORTUNITIES I INC,VAN,Canada
3158@OM.KL,YNH PROPERTY BHD,KLS,Malaysia
CKP,Checkpoint Systems Inc.,NYQ,USA
ZSOUTGAS.BO,SOUTHERN GAS LTD.,BSE,India
ICUI,"ICU Medical, Inc.",NMS,USA
FOLB,Folsom Lake Bank,PNK,USA
060280.KQ,Curexo Inc,KOE,South Korea
BRL1.F,BARLOWORLD,FRA,Germany
QFSP.DU,QUANTUM FUEL SYS,DUS,Germany
AEPI,AEP Industries Inc.,NMS,USA
1788-OL.HK,GUOTAI JUNAN I,HKG,Hong Kong
TRXC,"TransEnterix, Inc.",ASE,USA
INTERS2M.MX,INTERS2 M,MEX,Mexico
UNIP6.SA,Unipar Carbocloro SA,SAO,Brazil
CNET,"ChinaNet Online Holdings, Inc.",NCM,Australia
YKBD.IL,YAPI KD SPGDR REG-S,IOB,UK
ADMA,"ADMA Biologics, Inc.",NCM,Australia
FBAK,First National Bank Alaska,PNK,USA
ECOV-DEB21B0.SA,ECOVIAS     D21,SAO,Brazil
MPLX,MPLX LP,NYQ,USA
WDMD.TA,WideMed Ltd.,TLV,Israel
SKAS,"Saker Aviation Services, Inc.",PNK,USA
FJE.F,FUJI ELECTRIC,FRA,Germany
RNR,RenaissanceRe Holdings Ltd.,NYQ,USA
ZSIMCOTR.BO,SIMCO TRADING & FINANCE CO.LTD,BSE,India
UCB.BR,UCB S.A.,BRU,Belgium
073240.KS,"Kumho Tire Co., Inc.",KSC,Korea
AXP,American Express Company,NYQ,USA
PBEV,"Premium Beverage Group, Inc.",PNK,USA
CLUB,Town Sports International Holdings Inc.,NGM,Sweden
ET81.F,AETERNA ZENTARIS,FRA,Germany
VOW3.DE,Volkswagen AG,GER,Germany
YAAA.F,CDN TIRE CORP -A-,FRA,Germany
DHR,Danaher Corp.,NYQ,USA
MCEM,Monarch Cement Co.,OBB,USA
W1X.BE,WIX.COM,BER,Germany
YVKBY,YAPI VE KRED BK 144A,PNK,USA
5048@OM.KL,YI-LAI BHD,KLS,Malaysia
ACC,"American Campus Communities, Inc.",NYQ,USA
ZAL.BE,ZALANDO,BER,Germany
IPRU2488.BO,ICICI PRUDENTIAL VALUE FUND SE,BSE,India
4991.TWO,GCS HOLDINGS INC TWD10,TWO,Taiwan
OUTA.EX,OUTOKUMPU,EUX,Germany
42S.F,PANDORA MEDIA,FRA,Germany
CLMS,Calamos Asset Management Inc.,NMS,USA
OAL.DE,"Apollo Enterprise Solutions, Ltd.",GER,Germany
SANT,"Santeon Group, Inc.",PNK,USA
SZC,The Cushing Renaissance Fund,NYQ,USA
BPMX,BioPharmX Corporation,ASE,USA
DGS.L,Digital Globe Services Inc.,LSE,UK
EMCF,Emclaire Financial Corp.,NCM,Australia
ROB.V,Red Hut Metals Inc.,VAN,Canada
DOROQ,Doral Financial Corporation,PNK,USA
EDRVF,EDP Renováveis S.A.,PNK,USA
QSLRF,QSOLAR Limited,PNK,USA
SUTNY,"Sumitomo Mitsui Trust Holdings, Inc.",PNK,USA
1875661.F,BCP FIN PERP NCNVP,FRA,Germany
HER.TO,Heron Resources Limited,TOR,Canada
SGZ.AX,Scotgold Resources Limited,ASX,Australia
VSN-PE.TO,VERESEN INC PREF SH SERIES E,TOR,Canada
ANCB,Anchor Bancorp,NGM,Sweden
KUIRF,Kuoni Reisen Holding AG,PNK,USA
ABCA.PA,ABC Arbitrage SA,PAR,France
TI,Telecom Italia S.p.A.,NYQ,USA
MVP.AX,Medical Developments International Limited,ASX,Australia
MIESF,MITSUI ENG & SHIPBLD,PNK,USA
0868-OL.HK,XINYI GLASS,HKG,Hong Kong
MEJHF,"Meiji Holdings Co., Ltd.",PNK,USA
QS31.F,SOLOCAL ,FRA,Germany
VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",ASE,USA
KMPH,"KemPharm, Inc.",NGM,Sweden
TZF,"Bear Stearns Depositor, Inc. Pf",NYQ,USA
TCF.L,TERRA GBP/0.01/NEW,LSE,UK
SHLE,Shale Oil International Inc.,PNK,USA
RY-PL.TO,Royal Bank of Canada,TOR,Canada
NGR.L,Nature Group PLC,LSE,UK
XPD.AX,XPD Soccer Gear Group Limited,ASX,Australia
GEBN.VX,GEBERIT N,VTX,International
JCP.F,JC PENNEY,FRA,Germany
4ETA.SG,ENERGY TRANSFER,STU,Germany
D13.AX,Department 13 International Ltd,ASX,Australia
VTGFF,VANTAGE GOLDFIELDS,PNK,USA
TBPH,"Theravance Biopharma, Inc.",NGM,Sweden
QLT.F,QLT ,FRA,Germany
WONDERLA.NS,Wonderla Holidays Limited,NSI,India
OXJEN.SW,JENOPTIK,EBS,Austria
3838.HK,China Starch Holdings Limited,HKG,Hong Kong
ESALY,"Eisai Co., Ltd.",PNK,USA
SWBC,Sunwest Bank,PNK,USA
MCR.V,Macro Enterprises Inc.,VAN,Canada
EQGP,"EQT GP Holdings, LP",NYQ,USA
TR1.DU,T ROWE PRICE GRP,DUS,Germany
ZVB.BE,ZIGNAGO VETRO,BER,Germany
JPSWF,"The Japan Steel Works, Ltd.",PNK,USA
GOLN.MX,GOL Linhas AÃ©reas Inteligentes S.A.,MEX,Mexico
LABB.MX,Genomma Lab Internacional SAB de CV,MEX,Mexico
AMRN,Amarin Corporation plc,NGM,Sweden
NMR,"Nomura Holdings, Inc.",NYQ,USA
QSC.HM,QSC N,HAM,Germany
HTM,U.S. Geothermal Inc.,ASE,USA
100090.KQ,"Samkang M&T; Co., Ltd",KOE,South Korea
GWGH,"GWG Holdings, Inc.",NCM,Australia
CAF,"Morgan Stanley China A Share Fund, Inc.",NYQ,USA
YPCNO.BA,YPF SA 3.5% GTD BDS 07/2020 USD,BUE,Argentina
722004.TWO,JIH SUN SECURITIES C/W 08/06/16,TWO,Taiwan
UCFC,United Community Financial Corp.,NMS,USA
DCT,DCT Industrial Trust Inc.,NYQ,USA
KNKCF,KONINKLIJKE TEN CATE,PNK,USA
XER.HA,XEROX CORP,HAN,Germany
TJX.MU,TJX COMPANIES,MUN,Germany
1811020.F,ERSTE FIN 4 NCNPP,FRA,Germany
WDC,Western Digital Corporation,NMS,USA
BSC.TO,BNS Split Corp II Unit,TOR,Canada
5G5.F,GOPRO-A,FRA,Germany
AAC.V,Arak Resources Ltd.,VAN,Canada
AON.F,AOZORA BANK,FRA,Germany
096690.KQ,"Sewoo Tech Co.,Ltd.",KOE,South Korea
CRZO,Carrizo Oil & Gas Inc.,NMS,USA
PKI.TO,Parkland Fuel Corporation,TOR,Canada
TRMR,"Tremor Video, Inc.",NYQ,USA
0460.HK,SIHUAN PHARM,HKG,Hong Kong
3057-OL.HK,X DBCSI300HEAL,HKG,Hong Kong
EXSLD,Excelsis Investments Inc.,OBB,USA
3339.HK,Lonking Holdings Ltd.,HKG,Hong Kong
REI-UN.TO,Riocan Real Estate Investment Trust,TOR,Canada
LRCX,Lam Research Corporation,NMS,USA
ATEC,"Alphatec Holdings, Inc.",NMS,USA
ZMG1.MU,LINCOLN MINING,MUN,Germany
BORN,China New Borun Corporation,NYQ,USA
PCG-PA,Pacific Gas & Electric Co. 6% P,ASE,USA
OYCO,"Oyco, Inc.",PNK,USA
RBCL,RBC Life Sciences Inc.,PNK,USA
TUIN.SG,TUI N,STU,Germany
721996.TWO,YUANTA SECURITIES C/W 07/06/16(,TWO,Taiwan
RYO.V,Rio Silver Inc.,VAN,Canada
8115-OL.HK,SHANGHAI QINGPU,HKG,Hong Kong
AZTECACPO.MX,TV AZTECA CPO,MEX,Mexico
HONT,"Honat Bancorp, Inc.",PNK,USA
HMNF,HMN Financial Inc.,NGM,Sweden
PETV,"PetVivo Holdings, Inc.",PNK,USA
1513.TW,Chung Hsin Electric & Machinery Mfg. Corp. Ltd.,TAI,Taiwan
034020.KS,"Doosan Heavy Industries & Construction Co., Ltd.",KSC,Korea
AMG.AS,AMG ADV METAL,AMS,Netherlands
RHUHF,Richelieu Hardware Ltd.,PNK,USA
BSL,Blackstone/GSO Senior Floating Rate Term Fund,NYQ,USA
FRFGF,FAIRFAX FINL HLD LTD,PNK,USA
GT,The Goodyear Tire & Rubber Company,NMS,USA
PHOL.BK,Phol Dhanya Public Company Limited,SET,Thailand
EX9.MU,EXELIXIS ,MUN,Germany
JPSTF,"Japan Post Bank Co., Ltd.",PNK,USA
CYG.AX,Coventry Group Ltd.,ASX,Australia
SNAK,"Inventure Foods, Inc.",NMS,USA
W1I.DU,ZECOTEK PHOTONICS,DUS,Germany
SWI,"SolarWinds, Inc.",NYQ,USA
VOW.HA,VOLKSWAGEN,HAN,Germany
FMG.V,First Mexican Gold Corp.,VAN,Canada
EGLE,Eagle Bulk Shipping Inc.,NMS,USA
PRGX,"PRGX Global, Inc.",NMS,USA
109070.KS,"Korea Green Paper Manufacturing Co., Ltd.",KSC,Korea
KUBERJI.BO,Kuber Udyog Limited,BSE,India
STS,Supreme Industries Inc.,ASE,USA
ALVA.F,ALLIANZ SP ADR,FRA,Germany
SEED,Origin Agritech Limited,NMS,USA
7SS.BE,SAROSSA,BER,Germany
AMZN.MX,"Amazon.com, Inc.",MEX,Mexico
INGA.AS,ING GROUP,AMS,Netherlands
KEI.BE,KEISEI EL RAILWAY,BER,Germany
TXP.TO,Touchstone Exploration Inc.,TOR,Canada
GOVB,"Gouverneur Bancorp, Inc.",PNK,USA
MFC,Manulife Financial Corporation,NYQ,USA
RAND.AS,RANDSTAD HOLDING,AMS,Netherlands
RINO,RINO International Corporation,PNK,USA
AFG.L,Aquatic Foods Group plc,LSE,UK
CNYD,"China Yida Holding, Co.",NCM,Australia
CANN,General Cannabis Corp.,PNK,USA
9Z1.F,VALUE PARTNERS GRP,FRA,Germany
KUMBF,Kumba Iron Ore Ltd.,PNK,USA
UOVEY,United Overseas Bank Limited,PNK,USA
GSM.MU,GRUPO UNSP ADR-B,MUN,Germany
GAMA.L,Gamma Communications plc,LSE,UK
PVVTF,"Pivot Technology Solutions, Inc.",PNK,USA
SFG,StanCorp Financial Group Inc.,NYQ,USA
DXX.V,DXStorm.com Inc.,VAN,Canada
THRA.SG,CESCA THERAPEUTICS,STU,Germany
7BF.SG,ROYAL BAFOKENG PLAT,STU,Germany
OBS.BE,ORBIS ,BER,Germany
MLJSA.PA,JSA TECHNOLOGY,PAR,France
128820.KS,"Daesung Industrial Co., Ltd.",KSC,Korea
CHMG,Chemung Financial Corporation,NMS,USA
OR7.F,ORICON,FRA,Germany
YIT.BE,YIT,BER,Germany
PATI,"Patriot Transportation Holding, Inc.",NMS,USA
KBU.DE,Colonia Real Estate AG,GER,Germany
CRS,Carpenter Technology Corp.,NYQ,USA
YOD,"YOU On Demand Holdings, Inc.",NCM,Australia
5GQ.BE,GOLDEN QUEEN MINING,BER,Germany
BFW.NZ,Burger Fuel Worldwide Limited,NZE,New Zealand
133772.L,BRIT,LSE,UK
WGNAP,WGNB CORP PFD SR A,PNK,USA
YSN.SG,SECUNET SEC NETW,STU,Germany
KWK3.BE,ENERGIEDIENST HLD N,BER,Germany
WLFE.L,Wolf Minerals Limited,LSE,UK
NHLE,Nhale Inc.,OBB,USA
5CB.SI,Darco Water Technologies Limited,SES,Singapore
RRGB,Red Robin Gourmet Burgers Inc.,NMS,USA
GMHLY,GAM Holding AG,PNK,USA
HOV,Hovnanian Enterprises Inc.,NYQ,USA
K3A.BE,KONGSBERG AUTOM,BER,Germany
GRFS,"Grifols, S.A.",NMS,USA
HVYB,Home Valley Bancorp Inc.,PNK,USA
USB-PH,U.S. Bancorp Depositary Shares ,NYQ,USA
LIOX,Lionbridge Technologies Inc.,NMS,USA
8006.HK,Sino Splendid Holdings Limited,HKG,Hong Kong
TUPY3F.SA,TUPY        ON      NM,SAO,Brazil
TTC,The Toro Company,NYQ,USA
WE1.F,WERNER ENTERPRISES,FRA,Germany
722115.TWO,YUANTA SECURITIES C/W 20/07/16(,TWO,Taiwan
PVBK,Pacific Valley Bank,PNK,USA
0973.HK,L'Occitane International S.A.,HKG,Hong Kong
SMO.SG,SUMITOMO EL IND,STU,Germany
ADS,Alliance Data Systems Corporation,NYQ,USA
RCAR,"RenovaCare, Inc.",OBB,USA
SFX.AX,Sheffield Resources Limited,ASX,Australia
GLE.PA,Societe Generale Group,PAR,France
MTB-WT,M&T, BANK CORPORATION WARRANTS ,NYQ
HWAY,Healthways Inc.,NMS,USA
PZ6.F,POZEN,FRA,Germany
ERF.TO,Enerplus Corporation,TOR,Canada
GRPOF,GrowPros Cannabis Ventures Inc.,PNK,USA
KDX.TO,Klondex Mines Ltd.,TOR,Canada
OVR.AX,Overland Resources Limited,ASX,Australia
FMPI.L,F&C, Managed Portfolio Income Ord,LSE
NEEB,"Nebraska Book Holdings, Inc.",PNK,USA
SBAC,SBA Communications Corp.,NMS,USA
UTDI.SW,UNITED INTERNET N ,EBS,Austria
ENTB,"Entest Biomedical, Inc.",PNK,USA
U9R.DU,UNDER ARMOUR-A,DUS,Germany
RJBIOTECH.BO,R J BIO-TECH LTD,BSE,India
DJCO,Daily Journal Corp.,NCM,Australia
018670.KS,"SK Gas Co., Ltd.",KSC,Korea
REXR,"Rexford Industrial Realty, Inc.",NYQ,USA
7245.KL,WZ Satu Berhad,KLS,Malaysia
6OL.MU,,MUN,Germany
0936.HK,Eagle Legend Asia Limited,HKG,Hong Kong
HRT.TO,Harte Gold Corp.,TOR,Canada
AJX,Great Ajax Corp,NYQ,USA
GGAZF,Goldgroup Mining Inc.,PNK,USA
RACE,Ferrari N.V.,NYQ,USA
VA9.F,CRED. VALTELLINESE,FRA,Germany
COF-PP,Capital One Financial Corp Pfd ,NYQ,USA
IVC,Invacare Corporation,NYQ,USA
AATG.L,Albion Technology & Gen VCT Ord,LSE,UK
4AB.F,ABBVIE,FRA,Germany
VIPIND.BO,VIP Industries Limited,BSE,India
DTCY3.SA,DTCOM - Direct to Company S/A,SAO,Brazil
UAL.MX,UNITED CONTL,MEX,Mexico
EVK,"Ever-Glory International Group, Inc.",NGM,Sweden
JPM-PB,JP Morgan Chase & Co Depositary,NYQ,USA
AMD,"Advanced Micro Devices, Inc.",NCM,Australia
TZ6.MU,T&D, HOLDINGS,MUN
0C2.DE,"Chubu Electric Power Company, Incorporated",GER,Germany
EPX.AX,Ethane Pipeline Income Fund,ASX,Australia
HEO.V,H2O Innovation Inc.,VAN,Canada
RPM,RPM International Inc.,NYQ,USA
SCOO,"School Specialty, Inc.",PNK,USA
TUCLK.IS,Tugcelik Aluminyum Ve Metal Mamulleri Sanayi Ve Ticaret A.S.,IST,Turkey
HUWA.SG,HUTCHISON WHAMPOA,STU,Germany
OPMZ,"1pm Industries, Inc.",PNK,USA
BLGO,"BioLargo, Inc.",PNK,USA
SOPW,"Solar Power, Inc.",PNK,USA
F9D.SI,Boustead Singapore Limited,SES,Singapore
CYVA,Cyberspace Vita Inc.,PNK,USA
ASCK,Auscrete Corporation,OBB,USA
MAERSK-B.CO,A.P. Møller - Mærsk A/S,CPH,Denmark
TVLF,Tennessee Valley Financial Holdings Inc.,PNK,USA
PAA.AX,PharmAust Limited,ASX,Australia
PRO,"PROS Holdings, Inc.",NYQ,USA
ATONY,Anton Oilfield Services Group,PNK,USA
SAINIK.BO,Sainik Finance & Industries Ltd.,BSE,India
TSUKF,Toyo Suisan Kaisha Ltd.,PNK,USA
XPROINDIA.BO,XPRO INDIA LTD.,BSE,India
4FK.F,FUKUOK FIN GROUP,FRA,Germany
ATAR,Avatar Ventures Corp.,PNK,USA
MAG.TO,MAG Silver Corp.,TOR,Canada
MTRN,Materion Corporation,NYQ,USA
UATG,"Umbra Applied Technologies Group, Inc.",PNK,USA
NNADF,New Nadina Explorations Ltd.,PNK,USA
IMA.AX,Image Resources NL,ASX,Australia
558.SI,UMS Holdings Limited,SES,Singapore
003220.KS,Daewon Pharmaceutical Co. Ltd.,KSC,Korea
KCM-R.BK,K.C. Metal Sheet Public Company Limited,SET,Thailand
IHEVA.IS,Ihlas Ev Aletleri Imalat Sanayi ve Ticaret A.S.,IST,Turkey
MRVE3F.SA,MRV         ON      NM,SAO,Brazil
SSC.OL,The Scottish Salmon Company PLC,OSL,Norway
NDBKF,NEDBANK GROUP LTD OR,PNK,USA
OASM,Oasmia Pharmaceutical AB (publ),NCM,Australia
GIB-A.TO,CGI Group Inc.,TOR,Canada
JTI.TA,Jerusalem Technology Investments Ltd.,TLV,Israel
3374.TWO,XinTec,TWO,Taiwan
SXV.SG,XINHUA WINSHARE -H-,STU,Germany
YOC.SG,YOC,STU,Germany
TALR,Talon Real Estate Holding Corp.,OBB,USA
NCC.L,NCC Group plc,LSE,UK
LCY.BE,JUBII EUROPE,BER,Germany
NEU,NewMarket Corporation,NYQ,USA
ALF.AX,Australian Leaders Fund Limited,ASX,Australia
NDO.AX,Nido Petroleum Ltd.,ASX,Australia
WOLWF,Woolworths Limited,PNK,USA
HOD.F,HOSIDEN,FRA,Germany
GV.V,Gold Standard Ventures Corp,VAN,Canada
NQ.V,Northquest Ltd.,VAN,Canada
TMIAF,TriMetals Mining Inc.,PNK,USA
AKPAZ.IS,Akyurek Tuketim Urunleri Pazarlama Dagitim ve Ticaret Anonim Sirketi,IST,Turkey
SGXXF,Sound Global Ltd,PNK,USA
SSI.PA,SuperSonic Imagine SA,PAR,France
MTR,Mesa Royalty Trust,NYQ,USA
EXS.V,Explor Resources Inc.,VAN,Canada
NWVCF,EnWave Corp.,PNK,USA
FGNT,"FragranceNet.com, Inc.",PNK,USA
TGR.DU,YUM BRANDS,DUS,Germany
P2G1.DE,bwin.party digital entertainment plc,GER,Germany
BTU,Peabody Energy Corporation,NYQ,USA
0IG.F,TELIGENT,FRA,Germany
MBK-UN.TO,MANULIFE US REGIONAL BANK TRUST,TOR,Canada
5GI.SI,Interra Resources Limited,SES,Singapore
36A.BE,ATHENAHEALTH,BER,Germany
DNG.TO,Dynacor Gold Mines Inc.,TOR,Canada
TRSWF,TransAlta Renewables Inc.,PNK,USA
ISBA,Isabella Bank Corp.,PNK,USA
NTRSP,Northern Trust Corporation,NMS,USA
ASRV,"AmeriServ Financial, Inc.",NGM,Sweden
JHX.AX,James Hardie Industries plc,ASX,Australia
WSV2.DE,Vienna Insurance Group AG,GER,Germany
CMUA.MU,CN MING YANG SP ADR,MUN,Germany
OTED,OAK TREE EDU PRTN,PNK,USA
SPPJF,Sappi Limited,PNK,USA
101170.KQ,"Woorim Machinery Co., Ltd.",KOE,South Korea
VLNSF,"Velan, Inc.",PNK,USA
G5N.SG,GROUPON-A,STU,Germany
JMDTELEFILM.BO,JMD Ventures Limited,BSE,India
0346-OL.HK,YANCHANG PETRO,HKG,Hong Kong
RJL.BO,Renaissance Jewellery Ltd.,BSE,India
VNR,"Vanguard Natural Resources, LLC",NMS,USA
WID.DU,WINDHOFF,DUS,Germany
AFX.DE,Carl Zeiss Meditec AG,GER,Germany
LRG.BE,SUCCESS UNIVERSE GR,BER,Germany
WLHSF,WILH. WILHELMSEN HOL,PNK,USA
ZIM.F,ZIMMER BIOMET HLDGS,FRA,Germany
AGFSW,"AgroFresh Solutions, Inc.",NMS,USA
RCG.AX,RCG Corporation Limited,ASX,Australia
SCZC,Santa Cruz County Bank,PNK,USA
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,NYQ,USA
ZCT1.MU,ZIMTU CAPITAL,MUN,Germany
ABW.DU,ASAHI GROUP HD,DUS,Germany
CBOB.SG,CELSION,STU,Germany
CYRE3.SA,Cyrela Brazil Realty S.A. Empreendimentos e Participações,SAO,Brazil
AGRUF,AF Gruppen ASA,PNK,USA
OPM.TO,Opta Minerals Inc.,TOR,Canada
500003.KS,Shinhan Inverse WTI Futures ETN,KSC,Korea
CTCV5L.SA,CONST VIEIRAPNA*,SAO,Brazil
FBOP,Augusta Industries Inc.,PNK,USA
YHO.BE,YAHOO,BER,Germany
SNPN.MX,CN PET CHM SP ADR-H,MEX,Mexico
MVIS,Microvision Inc.,NGM,Sweden
VKQ,Invesco Municipal Trust,NYQ,USA
DPB.DE,Deutsche Postbank AG,GER,Germany
DINRF,SCREEN HLDGS CO,PNK,USA
TOF.AX,360 OFFICE ORD UNIT,ASX,Australia
8220.HK,Bingo Group Holdings Limited,HKG,Hong Kong
PEXUF,PTT EXPL UTS,PNK,USA
SWS.BE,SMITH & WESSON HLDG,BER,Germany
CA3.F,COMERICA INC,FRA,Germany
2395.TW,Advantech Co. Ltd.,TAI,Taiwan
BEP-PG.TO,BROOKFIELD RENEWABLE ENERGY PRE,TOR,Canada
TYC1.BE,TAIYO YUDEN,BER,Germany
MSTO,"Masterbeat  Corporation, Prior to Reverse Merger with AudioStreet, Inc.",PNK,USA
MLVIS.PA,Visio Nerf,PAR,France
EGO,Eldorado Gold Corporation,NYQ,USA
QFLS.QA,Qatar Fuel Company Q.S.C.,DOH,Qatar
2399-OL.HK,FORDOO,HKG,Hong Kong
TG,Tredegar Corp.,NYQ,USA
QRRY,Quarry City Savings & Loan Association,OBB,USA
MEYYY,PT Medco Energi Internasional Tbk.,PNK,USA
JAM.L,JPMorgan American Ord,LSE,UK
EWL.SG,EDWARDS LIFESCNS ,STU,Germany
5VD.BE,VODACOM GROUP,BER,Germany
SRDX,"SurModics, Inc.",NMS,USA
AHR.V,Amarc Resources Ltd.,VAN,Canada
1175.HK,FU JI Food and Catering Services Holdings Limited,HKG,Hong Kong
EMSF,"EMS Find, Inc.",PNK,USA
GEEPF,Greenfields Petroleum Corporation,PNK,USA
TLO.TO,Talon Metals Corp.,TOR,Canada
OFSA3F.SA,OUROFINO S/AON      NM,SAO,Brazil
ZIJMF,Zijin Mining Group Co. Ltd.,PNK,USA
EVSI,"Envision Solar International, Inc.",PNK,USA
EACQ,Easterly Acquisition Corp.,NCM,Australia
B73.SI,Global Investments Limited,SES,Singapore
XAE2.DU,CATALIS,DUS,Germany
NVGLF,NV Gold Corporation,PNK,USA
717248.TWO,YUANTA SECURITIES C/W 03/08/15(,TWO,Taiwan
DUBL,"DubLi, Inc.",PNK,USA
NUV,"Nuveen Municipal Value Fund, Inc.",NYQ,USA
WLF.AX,Wolf Minerals Limited,ASX,Australia
1390.HK,ECONTEXT ASIA,HKG,Hong Kong
GFRSF,"Grupo Financiero Santander Mexico, S.A.B. de C.V.",PNK,USA
QUIK,QuickLogic Corporation,NGM,Sweden
ZYA.SG,STATE STREET,STU,Germany
ORIENTPPR.NS,Orient Paper & Industries Ltd.,NSI,India
APO,"Apollo Global Management, LLC",NYQ,USA
CTXIF,"China Linen Textile Industry, Ltd.",PNK,USA
KAI,Kadant Inc.,NYQ,USA
T8VA.SG,Turkiye Vakiflar Bankasi Turk Anonim Ortakligi,STU,Germany
3828.HK,Ming Fai International Holdings Limited,HKG,Hong Kong
SAPA.DU,SAP SP ADR,DUS,Germany
DOT.V,DOT Resources Ltd.,VAN,Canada
PAA0.BA,ARGENTINA(REP OF) STEP BDS 12/2,BUE,Argentina
VLX.L,Volex plc,LSE,UK
1348.HK,Quali-Smart Holdings Limited,HKG,Hong Kong
KBRI.JK,KERTAS BASUKI RACH IDR200,JKT,Indonesia
BCONQ,BP Fly Corporation,PNK,USA
VLY,Valley National Bancorp,NYQ,USA
NCU.TO,Nevada Copper Corp.,TOR,Canada
BHLB,Berkshire Hills Bancorp Inc.,NYQ,USA
MPV.TO,Mountain Province Diamonds Inc.,TOR,Canada
TSGYO.IS,TSKB Gayrimenkul Yatirim Ortakligi A.S,IST,Turkey
AGEN,Agenus Inc.,NCM,Australia
W3U.F,THE WESTERN UNION,FRA,Germany
HNLGY,Hang Lung Group Ltd.,PNK,USA
BLOX,Infoblox Inc.,NYQ,USA
NFC.HM,NETFLIX,HAM,Germany
WYNMF,Wynn Macau Ltd.,PNK,USA
MIN,MFS Intermediate Income Trust,NYQ,USA
VBO.F,CGN MINING,FRA,Germany
DSY.PA,Dassault Systemes SA,PAR,France
QGR.V,Q-Gold Resources Ltd.,VAN,Canada
MU.MX,"Micron Technology, Inc.",MEX,Mexico
SGM.AX,Sims Metal Management Limited,ASX,Australia
DOM.L,Domino's Pizza Group plc,LSE,UK
03004X.TW,YUANTA SECURITIES C/W 25/01/16(,TAI,Taiwan
032287.TW,YUANTA SECURITIES,TAI,Taiwan
DFPIF,DPF INDIA OPPORTN FD,PNK,USA
JAMN,Jammin Java Corp.,PNK,USA
PRQR,ProQR Therapeutics N.V.,NGM,Sweden
HHRBF,China Oceanwide Holdings Limited,PNK,USA
RMBS,Rambus Inc.,NMS,USA
SFTBY,SoftBank Group Corp.,PNK,USA
X-H.V,"BNP RESOURCES INC., CL.A",VAN,Canada
KRX.SG,Kingspan Group plc,STU,Germany
FINAMEXO.MX,Casa de Bolsa Finamex Sociedad Anónima Bursátil de Capital Variable,MEX,Mexico
3333.HK,Evergrande Real Estate Group Limited,HKG,Hong Kong
R2:CVCB3S.SA,CVC BRASIL OP AG V,SAO,Brazil
SIOCF,Sierra Iron Ore Corp.,PNK,USA
5ZO.F,ZUOAN FSH SP ADR,FRA,Germany
BRAX11.SA,iShares IBrX-Índice Brasil Index,SAO,Brazil
KWGBF,KWG Resources Inc.,PNK,USA
MR7.SI,Nordic Group Limited,SES,Singapore
3VF.BE,VP BANK ,BER,Germany
OIBRN.MX,OI SP ADR PFD,MEX,Mexico
KLAC,KLA-Tencor Corporation,NMS,USA
DNI.V,DNI METALS INC,VAN,Canada
LFA.SG,"Alpha Natural Resources, Inc.",STU,Germany
EXPI,eXp Realty International Corporation,PNK,USA
MPX,Marine Products Corp.,NYQ,USA
EVRI,Everi Holdings Inc.,NYQ,USA
5NF.SI,Mencast Holdings Ltd.,SES,Singapore
WAL.MU,,MUN,Germany
URHY,"Urban Hydroponics, Inc.",PNK,USA
PFK,Prudential Financial Inflation-,NYQ,USA
NWTUF,North West Company Inc.,PNK,USA
NBZZF,Northern Blizzard Resources Inc.,PNK,USA
ZOE.SG,ZOETIS-A,STU,Germany
